#,Name,Price,1h %,24h %,7d %,Market Cap,Volume(24h),Circulating Supply,Last 7 Days
,205,"Global Dollar
USDG



Buy",$1.00,0.01%,0.02%,0.03%,"$748,448,552","$8,871,649
8.87M",748.51M USDG
,206,"Saros
SAROS



Buy",$0.28,0.44%,1.72%,7.41%,"$740,185,486","$6,396,692
22.70M",2.62B SAROS
,207,"Zeebu
ZBU



Buy",$1.73,0.01%,0.37%,1.36%,"$718,980,519","$339,919
195.62K",413.62M ZBU
,208,"APX
APX



Buy",$1.34,0.34%,6.70%,7.54%,"$715,923,551","$700,757
521.00K",532.5M APX
,209,"Ondo US Dollar Yield
USDY



Buy",$1.10,0.02%,0.02%,0.31%,"$689,840,172","$2,278,014
2.06M",624.91M USDY
,210,"Usual USD
USD0



Buy",$1.00,0.25%,0.26%,0.27%,"$617,869,790","$943,959
948.11K",620.67M USD0
,211,"Beldex
BDX



Buy",$0.08,0.11%,0.26%,2.20%,"$611,786,400","$11,117,444
135.90M",7.47B BDX
,212,"SwissBorg
BORG



Buy",$0.58,0.22%,5.30%,3.25%,"$570,518,495","$1,534,579
2.64M",982.25M BORG
,213,"USDai
USDAI



Buy",$1.04,0.05%,0.45%,1.18%,"$523,339,275","$4,262,712
4.08M",501.35M USDAI
,214,"Fluid
FLUID



Buy",$6.12,0.06%,7.68%,0.40%,"$470,159,311","$9,459,675
1.54M",76.75M FLUID
,215,"Loaded Lions
LION



Buy",$0.01,0.46%,4.00%,14.00%,"$448,281,799","$1,030,614
70.84M",30.84B LION
,216,"Vision
VSN



Buy",$0.12,1.00%,3.75%,13.67%,"$413,405,504","$10,276,132
86.86M",3.49B VSN
,217,"AI Companions
AIC



Buy",$0.50,0.67%,0.57%,56.32%,"$378,169,918","$8,352,743
16.56M",749.99M AIC
,218,"Telcoin
TEL



Buy",$0.00,0.19%,9.02%,13.80%,"$366,589,814","$2,664,795
661.43M",91B TEL
,219,"GHO
GHO



Buy",$1.00,0.01%,0.01%,0.01%,"$352,685,676","$2,382,269
2.38M",352.82M GHO
,220,"Aster USDF
USDF



Buy",$1.00,0.00%,0.01%,0.01%,"$329,000,093","$5,033,873
5.04M",329.4M USDF
,221,"Kinesis Gold
KAU



Buy",$128.97,0.16%,1.92%,3.46%,"$296,399,062","$62,028
480.95",2.29M KAU
,222,"Legacy Frax Dollar
FRAX



Buy",$1.00,0.00%,0.01%,0.03%,"$295,513,216","$891,758
893.72K",296.16M FRAX
,223,"SOON
SOON



Buy",$0.85,1.20%,1.02%,65.28%,"$264,506,878","$182,984,465
215.66M",312.18M SOON
,224,"Ribbita by Virtuals
TIBBIR



Buy",$0.26,0.10%,6.28%,8.48%,"$261,858,567","$1,930,752
7.39M",1B TIBBIR
,225,"币安人生
币安人生



Buy",$0.24,6.32%,32.71%,193.03%,"$244,890,597","$484,271,347
1.98B",1B 币安人生
,226,"ApeX Protocol
APEX



Buy",$1.63,1.23%,20.01%,7.47%,"$220,176,842","$49,873,925
30.56M",134.54M APEX
,227,"Nexusmind
NMD



Buy",$22.79,2.43%,15.54%,17.21%,"$217,114,903",--,10.25M NMD
,228,"Qubic
QUBIC



Buy",$0.05,1.48%,2.89%,6.65%,"$209,968,022","$4,276,788
2.53T",125.89T QUBIC
,229,"Dog (Bitcoin)
DOG



Buy",$0.00,0.06%,6.47%,18.25%,"$212,137,334","$9,318,279
4.39B",100B DOG
,230,"Celo
CELO



Buy",$0.36,0.71%,8.22%,22.55%,"$211,436,086","$37,731,174
104.14M",584.1M CELO
,231,"Velo
VELO



Buy",$0.01,0.36%,2.81%,12.55%,"$211,014,997","$23,351,688
1.94B",17.56B VELO
,232,"Concordium
CCD



Buy",$0.02,0.79%,10.28%,17.30%,"$210,648,388","$1,937,041
107.53M",11.69B CCD
,233,"Avantis
AVNT



Buy",$0.82,0.48%,11.88%,27.75%,"$211,058,608","$206,407,834
253.38M",258.2M AVNT
,234,"Subsquid
SQD



Buy",$0.24,3.13%,36.99%,41.73%,"$210,302,288","$127,423,507
522.44M",858.78M SQD
,235,"Astar
ASTR



Buy",$0.03,0.33%,7.63%,14.13%,"$209,020,685","$24,097,839
943.37M",8.18B ASTR
,236,"0x Protocol
ZRX



Buy",$0.25,0.16%,4.35%,5.85%,"$207,938,703","$28,429,611
115.97M",848.39M ZRX
,237,"Zilliqa
ZIL



Buy",$0.01,0.46%,2.65%,6.12%,"$207,364,560","$15,137,054
1.42B",19.55B ZIL
,238,"Ailey
ALE



Buy",$0.52,0.05%,0.81%,0.38%,"$205,638,036","$583,441
1.11M",392.91M ALE
,239,"Keeta
KTA



Buy",$0.48,0.31%,9.19%,23.11%,"$204,993,251","$10,993,999
22.95M",427.79M KTA
,240,"SoSoValue
SOSO



Buy",$0.74,0.16%,1.40%,0.75%,"$204,602,518","$10,876,724
14.61M",274.76M SOSO
,241,"Legacy Token
LGCT



Buy",$1.92,0.00%,0.52%,4.85%,"$203,928,339","$10,614,561
5.52M",106.13M LGCT
,242,"Peanut the Squirrel
PNUT



Buy",$0.20,0.04%,5.63%,9.82%,"$201,938,141","$47,075,845
232.93M",999.85M PNUT
,243,"UPCX
UPC



Buy",$2.15,0.00%,2.46%,18.50%,"$201,955,358","$897,492
416.84K",93.79M UPC
,244,"Mina
MINA



Buy",$0.16,0.25%,4.86%,4.32%,"$201,475,232","$13,467,817
83.96M",1.25B MINA
,245,"Nervos Network
CKB



Buy",$0.00,0.01%,2.82%,6.46%,"$197,729,413","$7,403,830
1.77B",47.41B CKB
,246,"Euler
EUL



Buy",$9.87,0.47%,4.96%,2.69%,"$195,648,939","$4,516,280
457.04K",19.8M EUL
,247,"SushiSwap
SUSHI



Buy",$0.68,0.02%,4.65%,6.15%,"$194,136,920","$36,775,940
54.05M",285.39M SUSHI
,248,"Gas
GAS



Buy",$2.97,0.04%,2.47%,4.84%,"$193,639,232","$16,427,023
5.51M",64.99M GAS
,249,"GoМining
GOMINING



Buy",$0.47,0.04%,0.32%,2.07%,"$192,549,493","$12,654,156
26.70M",407M GOMINING
,250,"Bio Protocol
BIO



Buy",$0.11,0.17%,10.14%,19.91%,"$191,500,815","$66,002,645
575.62M",1.67B BIO
,251,"StandX DUSD
DUSD



Buy",$1.00,0.00%,0.03%,0.03%,"$190,443,356","$107,963,508
107.96M",190.4M DUSD
,252,"Grass
GRASS



Buy",$0.78,0.50%,8.47%,10.77%,"$189,355,522","$37,622,346
48.42M",243.9M GRASS
,253,"Frax (prev. FXS)
FRAX



Buy",$2.09,0.22%,6.01%,6.44%,"$188,954,456","$13,684,178
6.54M",90.36M FRAX
,254,"Aleo
ALEO



Buy",$0.34,2.96%,13.27%,42.65%,"$188,891,800","$1,281,290,553
3.80B",560.65M ALEO
,255,"Prom
PROM



Buy",$10.31,0.02%,2.89%,4.21%,"$188,315,393","$8,366,738
810.95K",18.25M PROM
,256,"AWE
AWE



Buy",$0.10,0.24%,5.14%,7.80%,"$186,002,284","$9,681,100
101.03M",1.94B AWE
,257,"Oasis
ROSE



Buy",$0.02,0.19%,4.17%,8.47%,"$185,088,630","$6,700,673
268.36M",7.41B ROSE
,258,"VVS Finance
VVS



Buy",$0.05,0.23%,3.50%,12.59%,"$183,872,774","$397,872
101.13B",46.74T VVS
,259,"Rekt (rektcoin.com)
REKT



Buy",$0.07,0.15%,2.93%,7.78%,"$181,983,430","$3,038,568
4.65T",279.03T REKT
,260,"Blur
BLUR



Buy",$0.07,0.28%,3.78%,10.04%,"$182,277,202","$15,175,038
212.11M",2.54B BLUR
,261,"ZetaChain
ZETA



Buy",$0.17,0.33%,5.06%,2.96%,"$181,136,774","$17,092,513
101.12M",1.07B ZETA
,262,"Alchemy Pay
ACH



Buy",$0.02,0.63%,1.14%,3.02%,"$179,707,037","$27,602,518
1.46B",9.58B ACH
,263,"Ravencoin
RVN



Buy",$0.01,0.09%,3.48%,8.68%,"$179,752,765","$6,889,844
600.84M",15.67B RVN
,264,"yearn.finance
YFI



Buy","$5,283.62",0.26%,3.01%,5.09%,"$179,007,173","$12,059,068
2.28K",33.87K YFI
,265,"WhiteRock
WHITE



Buy",$0.00,2.18%,1.96%,2.68%,"$178,116,734","$343,020
1.25B",650B WHITE
,266,"Sahara AI
SAHARA



Buy",$0.08,0.21%,2.93%,7.55%,"$175,906,908","$21,398,649
278.91M",2.29B SAHARA
,267,"MANTRA
OM



Buy",$0.16,0.98%,4.45%,9.74%,"$175,166,277","$41,687,822
259.13M",1.08B OM
,268,"SPACE ID
ID



Buy",$0.15,0.07%,4.36%,5.93%,"$173,752,027","$10,610,357
72.39M",1.18B ID
,269,"DORA
DORA



Buy",$0.17,0.71%,11.23%,14.18%,"$169,519,493","$8,110,534
47.36M",990.08M DORA
,270,"4
4



Buy",$0.17,3.45%,28.12%,40.22%,"$167,081,203","$354,342,003
2.11B",1B 4
,271,"Lombard
BARD



Buy",$0.74,0.58%,5.15%,15.77%,"$166,537,036","$64,839,920
87.62M",225M BARD
,272,"ORDI
ORDI



Buy",$7.81,0.12%,5.97%,10.61%,"$164,068,085","$42,455,905
5.43M",21M ORDI
,273,"48 Club Token
KOGE



Buy",$48.02,0.01%,0.04%,0.01%,"$162,716,071","$1,289,706,902
26.85M",3.38M KOGE
,274,"Ultima
ULTIMA



Buy","$4,300.98",0.57%,7.72%,26.79%,"$160,895,440","$52,819,383
12.29K",37.4K ULTIMA
,275,"XPR Network
XPR



Buy",$0.01,0.11%,2.96%,10.84%,"$160,341,724","$4,538,924
794.13M",28.04B XPR
,276,"Metaplex
MPLX



Buy",$0.27,0.06%,2.21%,9.32%,"$158,845,839","$6,536,127
24.13M",586.54M MPLX
,277,"Centrifuge
CFG



Buy",$0.28,0.67%,5.86%,12.16%,"$158,800,938","$2,207,426
7.86M",566M CFG
,278,"peaq
PEAQ



Buy",$0.11,1.06%,8.46%,8.66%,"$154,827,263","$10,717,301
94.12M",1.36B PEAQ
,279,"Succinct
PROVE



Buy",$0.79,0.50%,3.23%,4.70%,"$154,264,458","$40,379,020
51.00M",195M PROVE
,280,"Threshold
T



Buy",$0.02,0.02%,0.27%,2.78%,"$154,258,010","$7,559,783
496.44M",10.13B T
,281,"Notcoin
NOT



Buy",$0.00,0.27%,4.62%,5.54%,"$153,737,734","$38,963,088
25.21B",99.43B NOT
,282,"Official Melania Meme
MELANIA



Buy",$0.17,0.20%,4.04%,6.25%,"$152,920,616","$5,535,369
32.13M",887.49M MELANIA
,283,"Anoma
XAN



Buy",$0.06,4.05%,28.43%,41.35%,"$153,046,741","$160,131,155
2.62B",2.5B XAN
,284,"ZIGChain
ZIG



Buy",$0.11,0.38%,5.09%,3.54%,"$150,566,011","$3,866,623
36.15M",1.4B ZIG
,285,"Holo
HOT



Buy",$0.00,0.20%,2.81%,6.33%,"$150,244,981","$8,413,387
9.79B",175.03B HOT
,286,"Moo Deng (moodengsol.com)
MOODENG



Buy",$0.15,0.01%,6.09%,7.31%,"$148,921,308","$38,790,796
257.87M",989.97M MOODENG
,287,"Humanity Protocol
H



Buy",$0.07,0.37%,0.93%,2.28%,"$147,732,497","$29,367,513
422.01M",2.11B H
,288,"EthereumPoW
ETHW



Buy",$1.36,0.14%,3.34%,9.41%,"$147,002,280","$10,527,468
7.71M",107.81M ETHW
,289,"Siacoin
SC



Buy",$0.00,0.61%,0.05%,3.29%,"$146,967,198","$8,356,435
3.19B",56.02B SC
,290,"VeThor Token
VTHO



Buy",$0.00,0.18%,2.98%,8.20%,"$146,587,107","$3,096,638
2.00B",94.89B VTHO
,291,"Gems
GEMS



Buy",$0.24,0.81%,3.28%,8.68%,"$144,535,458","$3,798,304
15.73M",598.86M GEMS
,292,"STASIS EURO
EURS



Buy",$1.16,0.00%,0.15%,0.17%,"$144,083,394",--,124.12M EURS
,293,"CoW Protocol
COW



Buy",$0.28,0.29%,3.85%,0.91%,"$144,054,891","$6,989,867
25.37M",522.83M COW
,294,"GMX
GMX



Buy",$13.76,0.07%,5.52%,12.35%,"$142,181,552","$15,006,413
1.09M",10.32M GMX
,295,"Fellaz
FLZ



Buy",$0.30,0.04%,3.24%,0.56%,"$141,803,000","$2,663,088
8.85M",471.87M FLZ
,296,"SKALE
SKL



Buy",$0.02,0.07%,4.69%,8.83%,"$141,013,034","$12,284,258
525.16M",6.02B SKL
,297,"Rollbit Coin
RLB



Buy",$0.07,0.26%,3.13%,5.97%,"$140,742,877","$279,137
3.76M",1.89B RLB
,298,"Quantum Resistant Ledger
QRL



Buy",$2.05,1.58%,10.78%,31.56%,"$139,609,687","$456,107
221.96K",67.93M QRL
,299,"aelf
ELF



Buy",$0.17,0.22%,0.57%,1.51%,"$138,680,841","$6,272,130
35.89M",793.93M ELF
,300,"DigiByte
DGB



Buy",$0.01,0.34%,4.17%,4.63%,"$138,594,045","$4,090,866
529.61M",17.94B DGB
,301,"RedStone
RED



Buy",$0.48,1.50%,2.06%,7.17%,"$137,471,902","$22,365,220
46.40M",285.9M RED
,302,"BounceBit
BB



Buy",$0.17,0.23%,6.81%,13.89%,"$137,499,303","$23,314,976
135.15M",797.65M BB
,303,"DeAgentAI
AIA



Buy",$1.38,3.83%,54.72%,14.37%,"$137,725,849","$52,988,390
38.52M",99.5M AIA
,304,"Ankr
ANKR



Buy",$0.01,0.14%,3.39%,4.40%,"$135,999,109","$10,845,324
797.05M",10B ANKR
,305,"Harmony
ONE



Buy",$0.01,0.24%,4.59%,10.15%,"$136,036,622","$16,030,648
1.73B",14.73B ONE
,306,"Memecoin
MEME



Buy",$0.00,0.04%,5.74%,9.07%,"$135,258,904","$38,971,528
16.43B",57.12B MEME
,307,"Non-Playable Coin
NPC



Buy",$0.02,1.68%,6.58%,9.92%,"$133,586,892","$8,714,290
490.73M",7.52B NPC
,308,"World Mobile Token
WMTX



Buy",$0.19,0.05%,6.47%,17.68%,"$132,411,320","$8,338,863
44.26M",702.77M WMTX
,309,"Stargate Finance
STG



Buy",$0.20,0.37%,5.72%,0.09%,"$130,646,659","$17,054,710
86.28M",660.95M STG
,310,"AUSD
AUSD



Buy",$1.00,0.04%,0.03%,0.03%,"$128,907,564","$29,425,562
29.42M",128.9M AUSD
,311,"YZY MONEY
YZY



Buy",$0.43,0.36%,1.86%,1.88%,"$127,831,101","$7,900,732
18.58M",299.99M YZY
,312,"WOO
WOO



Buy",$0.07,0.29%,3.88%,10.96%,"$126,932,294","$13,982,194
209.69M",1.9B WOO
,313,"Venom
VENOM



Buy",$0.13,0.11%,1.51%,4.78%,"$126,716,541","$378,407
2.95M",988.91M VENOM
,314,"Babylon
BABY



Buy",$0.05,0.35%,4.85%,6.95%,"$125,944,199","$16,428,534
350.22M",2.68B BABY
,315,"TROLL (SOL)
TROLL



Buy",$0.13,0.19%,4.34%,23.34%,"$125,430,282","$10,128,348
80.69M",998.94M TROLL
,316,"Altlayer
ALT



Buy",$0.03,0.09%,3.22%,4.34%,"$125,035,854","$19,869,014
711.51M",4.47B ALT
,317,"Chia
XCH



Buy",$8.65,0.84%,2.53%,2.30%,"$124,769,741","$3,692,447
426.50K",14.41M XCH
,318,"Mask Network
MASK



Buy",$1.24,0.14%,1.99%,3.16%,"$124,161,265","$23,023,128
18.54M",100M MASK
,319,"Yala
YU



Buy",$1.00,0.02%,0.01%,0.00%,"$123,791,858",--,123.82M YU
,320,"LCX
LCX



Buy",$0.13,0.19%,3.78%,8.60%,"$123,337,260","$1,166,186
8.97M",949.46M LCX
,321,"Shuffle
SHFL



Buy",$0.37,0.00%,2.29%,2.94%,"$122,975,686","$565,445
1.54M",336.67M SHFL
,322,"ICON
ICX



Buy",$0.11,0.18%,3.58%,6.07%,"$121,556,152","$3,053,240
27.06M",1.07B ICX
,323,"Numeraire
NMR



Buy",$15.89,0.35%,2.78%,7.10%,"$121,124,138","$24,963,478
1.57M",7.62M NMR
,324,"Verge
XVG



Buy",$0.01,2.33%,2.48%,8.88%,"$120,887,936","$20,554,529
2.80B",16.52B XVG
,325,"XYO
XYO



Buy",$0.01,0.07%,3.60%,7.60%,"$120,254,632","$13,667,600
1.55B",13.65B XYO
,326,"SLT
SLT



Buy",$14.13,0.04%,3.03%,1.32%,"$120,165,382","$391,509
27.69K",8.5M SLT
,327,"Casper
CSPR



Buy",$0.01,0.60%,1.17%,9.71%,"$120,107,361","$4,898,762
550.02M",13.48B CSPR
,328,"Orca
ORCA



Buy",$1.99,0.10%,1.70%,2.43%,"$119,965,297","$8,896,459
4.46M",60.15M ORCA
,329,"BitMart Token
BMX



Buy",$0.37,0.02%,2.61%,12.11%,"$119,886,061","$5,709,885
15.44M",324.28M BMX
,330,"COTI
COTI



Buy",$0.05,0.72%,0.02%,5.88%,"$119,454,199","$51,356,077
1.03B",2.4B COTI
,331,"Somnia
SOMI



Buy",$0.74,0.21%,10.12%,9.62%,"$119,335,240","$49,921,762
67.01M",160.2M SOMI
,332,"OpenLedger
OPEN



Buy",$0.55,0.34%,10.74%,21.51%,"$119,140,506","$94,828,720
171.52M",215.5M OPEN
,333,"HashKey Platform Token
HSK



Buy",$0.37,0.05%,1.52%,0.92%,"$118,206,745","$1,416,002
3.86M",322.46M HSK
,334,"Staika
STIK



Buy",$0.91,0.37%,6.87%,11.20%,"$117,634,531","$180,131
197.36K",128.89M STIK
,335,"GMT
GMT



Buy",$0.04,0.02%,2.87%,6.69%,"$117,188,738","$18,178,447
482.77M",3.11B GMT
,336,"Kadena
KDA



Buy",$0.35,0.23%,2.90%,6.95%,"$116,952,367","$7,365,324
21.06M",334.63M KDA
,337,"Launch Coin on Believe
LAUNCHCOIN



Buy",$0.12,4.00%,5.85%,8.59%,"$115,757,404","$42,420,268
365.97M",999.87M LAUNCHCOIN
,338,"Loopring
LRC



Buy",$0.08,0.13%,5.58%,5.65%,"$115,574,752","$14,152,635
167.33M",1.36B LRC
,339,"Arkham
ARKM



Buy",$0.51,0.19%,4.93%,6.51%,"$115,240,718","$53,594,711
104.64M",225.1M ARKM
,340,"Noble Dollar
USDN



Buy",$1.00,0.02%,0.14%,0.14%,"$114,836,124","$364
364.77",114.93M USDN
,341,"Vana
VANA



Buy",$3.80,0.44%,4.22%,4.82%,"$114,580,089","$22,096,099
5.79M",30.08M VANA
,342,"Enjin Coin
ENJ



Buy",$0.06,0.46%,2.76%,7.39%,"$114,634,556","$11,249,972
185.57M",1.89B ENJ
,343,"Elixir deUSD
DEUSD



Buy",$1.00,0.00%,0.01%,0.04%,"$114,178,423","$235,164
235.19K",114.19M DEUSD
,344,"Polymesh
POLYX



Buy",$0.11,0.01%,2.33%,7.68%,"$113,535,587","$3,267,389
28.74M",998.8M POLYX
,345,"Waves
WAVES



Buy",$0.95,0.12%,2.68%,5.77%,"$113,336,726","$19,220,178
20.18M",119.02M WAVES
,346,"Osmosis
OSMO



Buy",$0.15,0.25%,2.63%,12.26%,"$113,011,105","$5,305,278
35.04M",747.06M OSMO
,347,"Ontology
ONT



Buy",$0.12,0.03%,3.64%,7.18%,"$112,670,983","$10,414,047
84.87M",918.86M ONT
,348,"Venus
XVS



Buy",$6.85,0.11%,9.46%,8.09%,"$112,431,080","$34,010,663
4.96M",16.4M XVS
,349,"Neiro
NEIRO



Buy",$0.00,0.25%,6.13%,8.50%,"$112,033,416","$45,879,667
172.18B",420.68B NEIRO
,350,"ViciCoin
VCNT



Buy",$18.43,0.02%,0.34%,2.86%,"$112,230,578","$119,268
6.47K",6.08M VCNT
,351,"ssv.network
SSV



Buy",$7.95,0.33%,0.02%,8.48%,"$112,044,720","$17,266,212
2.16M",14.08M SSV
,352,"RealLink
REAL



Buy",$0.08,0.19%,2.43%,0.72%,"$112,041,359","$24,000,549
294.33M",1.37B REAL
,353,"BOOK OF MEME
BOME



Buy",$0.00,0.28%,6.05%,8.31%,"$111,522,842","$31,081,258
19.17B",68.89B BOME
,354,"io.net
IO



Buy",$0.51,1.54%,4.02%,9.60%,"$111,850,687","$30,852,834
60.14M",217.57M IO
,355,"Band
BAND



Buy",$0.67,0.20%,2.92%,4.57%,"$110,936,521","$13,596,655
20.41M",166.67M BAND
,356,"Solayer
LAYER



Buy",$0.39,0.09%,4.05%,8.43%,"$110,669,255","$13,109,224
33.58M",283.62M LAYER
,357,"Lista DAO
LISTA



Buy",$0.45,0.02%,14.22%,44.02%,"$110,436,989","$115,240,787
258.19M",247.42M LISTA
,358,"Nano
XNO



Buy",$0.82,0.21%,3.27%,3.75%,"$109,073,305","$974,597
1.19M",133.24M XNO
,359,"STBL
STBL



Buy",$0.22,0.82%,25.91%,34.11%,"$107,634,205","$109,059,910
507.58M",500M STBL
,360,"UMA
UMA



Buy",$1.21,0.21%,3.17%,4.13%,"$106,487,080","$11,979,475
9.88M",87.89M UMA
,361,"Rocket Pool
RPL



Buy",$4.84,0.22%,4.08%,9.26%,"$105,634,905","$6,900,736
1.42M",21.78M RPL
,362,"Request
REQ



Buy",$0.13,0.50%,1.80%,1.89%,"$105,185,248","$3,138,279
24.59M",824.19M REQ
,363,"Undeads Games
UDS



Buy",$2.29,2.32%,14.11%,96.39%,"$105,215,091","$1,640,715
714.37K",45.79M UDS
,364,"Status
SNT



Buy",$0.02,0.69%,2.11%,5.28%,"$104,211,935","$11,375,993
523.29M",4.79B SNT
,365,"KUB Coin
KUB



Buy",$1.52,0.06%,1.21%,1.11%,"$104,872,784","$588,375
389.58K",68.97M KUB
,366,"Victoria VR
VR



Buy",$0.01,0.67%,7.40%,2.40%,"$103,552,039","$1,530,596
248.31M",16.8B VR
,367,"NEXPACE
NXPC



Buy",$0.49,0.19%,4.99%,7.91%,"$103,467,625","$22,954,188
46.71M",210.57M NXPC
,368,"Solar
SXP



Buy",$0.16,0.22%,2.32%,5.03%,"$102,676,482","$6,128,092
39.27M",658.37M SXP
,369,"Clearpool
CPOOL



Buy",$0.12,0.59%,3.69%,10.33%,"$101,874,558","$2,920,994
23.58M",822.44M CPOOL
,370,"Yield Guild Games
YGG



Buy",$0.17,0.59%,0.59%,7.03%,"$101,336,372","$36,555,062
216.60M",599.66M YGG
,371,"Paycoin
PCI



Buy",$0.10,0.04%,0.95%,3.70%,"$100,980,890","$307,091
3.20M",1.05B PCI
,372,"Gigachad
GIGA



Buy",$0.01,0.20%,4.16%,12.88%,"$100,992,810","$2,894,829
266.75M",9.3B GIGA
,373,"MetaMask USD
mUSD



Buy",$1.00,0.00%,0.00%,0.00%,"$99,822,415","$219,389
219.44K",99.84M mUSD
,374,"GOHOME
GOHOME



Buy",$198.65,0.01%,1.83%,5.16%,"$99,307,388","$4,080,455
20.55K",499.89K GOHOME
,375,"Space and Time
SXT



Buy",$0.07,1.69%,1.45%,1.99%,"$99,200,198","$48,057,012
678.68M",1.4B SXT
,376,"Wilder World
WILD



Buy",$0.23,0.09%,3.45%,0.07%,"$99,096,393","$2,210,205
9.47M",424.63M WILD
,377,"Gravity (by Galxe)
G



Buy",$0.01,0.04%,3.44%,6.98%,"$98,421,345","$4,704,035
486.16M",10.17B G
,378,"Magic Eden
ME



Buy",$0.58,0.17%,3.33%,6.64%,"$96,796,479","$14,148,710
24.42M",167.13M ME
,379,"ai16z
AI16Z



Buy",$0.09,0.02%,11.52%,11.49%,"$96,437,279","$40,074,952
457.26M",1.09B AI16Z
,380,"Big Time
BIGTIME



Buy",$0.05,0.07%,3.46%,5.56%,"$95,981,126","$15,250,379
323.56M",2.03B BIGTIME
,381,"Venice Token
VVV



Buy",$2.42,4.67%,0.13%,17.21%,"$95,518,006","$8,924,366
3.67M",39.33M VVV
,382,"Storj
STORJ



Buy",$0.23,0.19%,1.25%,6.76%,"$95,424,647","$8,659,679
38.02M",418.97M STORJ
,383,"Orderly
ORDER



Buy",$0.30,0.89%,8.82%,18.21%,"$95,446,261","$63,291,466
209.43M",315.96M ORDER
,384,"Terra
LUNA



Buy",$0.13,0.21%,3.70%,7.68%,"$95,053,298","$17,036,308
127.27M",709.98M LUNA
,385,"Nillion
NIL



Buy",$0.37,1.93%,6.64%,8.99%,"$95,372,382","$17,543,578
47.91M",260.26M NIL
,386,"FUNToken
FUN



Buy",$0.01,0.09%,2.43%,6.24%,"$94,201,243","$10,323,019
1.18B",10.8B FUN
,387,"Doodles
DOOD



Buy",$0.01,2.00%,14.65%,115.08%,"$93,599,431","$130,345,279
10.84B",7.8B DOOD
,388,"Illuvium
ILV



Buy",$14.19,0.47%,4.91%,15.98%,"$93,220,142","$17,106,881
1.20M",6.56M ILV
,389,"iExec RLC
RLC



Buy",$1.07,0.23%,1.25%,4.22%,"$93,208,897","$3,873,852
3.61M",86.99M RLC
,390,"Destra Network
DSYNC



Buy",$0.10,0.25%,8.19%,11.83%,"$93,003,108","$7,569,954
79.30M",974.94M DSYNC
,391,"Blast
BLAST



Buy",$0.00,0.12%,1.12%,6.29%,"$92,500,682","$7,349,760
3.76B",47.44B BLAST
,392,"Portal To Bitcoin
PTB



Buy",$0.05,1.41%,1.95%,7.63%,"$92,014,495","$28,881,992
537.91M",1.71B PTB
,393,"HarryPotterObamaSonic10Inu (ERC-20)
BITCOIN



Buy",$0.09,0.85%,10.08%,2.58%,"$91,234,670","$8,303,462
90.80M",999.79M BITCOIN
,394,"Sologenic
SOLO



Buy",$0.23,1.41%,0.11%,20.98%,"$91,148,701","$4,738,960
20.79M",398.77M SOLO
,395,"Tornado Cash
TORN



Buy",$17.13,8.70%,12.23%,16.20%,"$90,140,883","$399,790
23.33K",5.26M TORN
,396,"Orbler
ORBR



Buy",$0.09,0.09%,9.02%,8.67%,"$89,942,971","$15,789
178.25K",1.01B ORBR
,397,"MultiBank Group
MBG



Buy",$1.07,0.26%,1.41%,0.04%,"$89,608,393","$10,472,804
9.74M",83.3M MBG
,398,"Ika
IKA



Buy",$0.03,0.54%,8.79%,9.62%,"$89,443,212","$20,562,731
689.35M",3B IKA
,399,"Biconomy
BICO



Buy",$0.09,0.36%,5.14%,8.75%,"$89,255,707","$7,574,268
83.71M",987.2M BICO
,400,"aixbt
AIXBT



Buy",$0.09,0.22%,6.98%,10.83%,"$89,144,071","$25,436,291
281.94M",988.68M AIXBT
,401,"Hive
HIVE



Buy",$0.18,0.06%,3.51%,5.21%,"$88,864,088","$2,125,353
11.74M",491.22M HIVE
,402,"Mira
MIRA



Buy",$0.46,0.65%,12.43%,24.58%,"$88,453,929","$1,356,684,594
2.93B",191.24M MIRA
,403,"Tellor
TRB



Buy",$32.47,0.09%,3.91%,4.26%,"$88,422,639","$27,807,030
856.38K",2.72M TRB
,404,"Aevo
AEVO



Buy",$0.10,0.31%,6.96%,16.22%,"$88,318,732","$28,088,491
290.86M",914.57M AEVO
,405,"IOST
IOST



Buy",$0.00,0.07%,2.87%,3.79%,"$86,621,405","$10,983,668
3.64B",28.76B IOST
,406,"lisUSD
lisUSD



Buy",$1.00,0.07%,0.07%,0.07%,"$86,406,781","$56,560
56.55K",86.4M lisUSD
,407,"BORA
BORA



Buy",$0.08,0.04%,0.05%,3.92%,"$85,754,172","$1,004,386
12.88M",1.09B BORA
,408,"Metis
METIS



Buy",$12.99,0.04%,0.91%,8.24%,"$85,697,467","$11,354,475
873.51K",6.59M METIS
,409,"Osaka Protocol
OSAK



Buy",$0.06,0.13%,12.64%,18.16%,"$85,385,612","$101,757
894.84B",750.86T OSAK
,410,"Nomina
NOM



Buy",$0.03,1.42%,5.74%,24.80%,"$85,251,858","$23,732,594
807.30M",2.9B NOM
,411,"Giggle Fund
GIGGLE



Buy",$85.01,3.36%,43.15%,99.94%,"$85,012,592","$146,057,187
1.71M",1M GIGGLE
,412,"BitDCA
BDCA



Buy",$1.12,0.13%,0.03%,2.78%,"$84,996,816","$675,074
598.98K",75.41M BDCA
,413,"Spark
SPK



Buy",$0.05,0.56%,3.52%,9.03%,"$84,898,874","$44,465,889
942.97M",1.8B SPK
